Course name,Description,Topics,Instructors,URL,Department
Topics in Theoretical Computer Science: Probabilistically Checkable Proofs,"In this course, we will present the theory of Probabilistically Checkable Proofs (PCPs), and prove some fundamental consequences of it as well as more recent advances. More specifically, the first half of the course will be devoted to the (algebraic) proof of the basic PCP Theorem and basic relation to approximation problems. We will then move on to more advanced topics, such as hardness amplification, the long-code framework, the Unique-Games Conjecture and its implications, and the 2-to-2 Games Theorem.Show less","Engineering, Computer Science, Algorithms and Data Structures, Mathematics",Prof. Dor Minzer,https://ocw.mit.edu/courses/18-408-topics-in-theoretical-computer-science-probabilistically-checkable-proofs-fall-2022/,Mathematics
Behavior of Algorithms,"This course is a study of Behavior of Algorithms and covers an area of current interest in theoretical computer science. The topics vary from term to term. During this term, we discuss rigorous approaches to explaining the typical performance of algorithms with a focus on the following approaches: smoothed analysis, condition numbers/parametric analysis, and subclassing inputs.Show less","Engineering, Computer Science, Algorithms and Data Structures, Theory of Computation, Mathematics",Prof. Daniel Spielman,https://ocw.mit.edu/courses/18-409-behavior-of-algorithms-spring-2002/,Mathematics
Topics in Theoretical Computer Science: An Algorithmist's Toolkit,This course covers a collection of geometric techniques that apply broadly in modern algorithm design.,"Engineering, Computer Science, Algorithms and Data Structures, Theory of Computation, Mathematics",Prof. Jonathan Kelner,https://ocw.mit.edu/courses/18-409-topics-in-theoretical-computer-science-an-algorithmists-toolkit-fall-2009/,Mathematics
Algorithmic Aspects of Machine Learning,"This course is organized around algorithmic issues that arise in machine learning. Modern machine learning systems are often built on top of algorithms that do not have provable guarantees, and it is the subject of debate when and why they work. In this class, we focus on designing algorithms whose performance we can rigorously analyze for fundamental machine learning problems.Show less","Engineering, Computer Science, Algorithms and Data Structures, Theory of Computation, Mathematics",Prof. Ankur Moitra,https://ocw.mit.edu/courses/18-409-algorithmic-aspects-of-machine-learning-spring-2015/,Mathematics
Error-Correcting Codes Laboratory,"This course introduces students to iterative decoding algorithms and the codes to which they are applied, including Turbo Codes, Low-Density Parity-Check Codes, and Serially-Concatenated Codes. The course will begin with an introduction to the fundamental problems of Coding Theory and their mathematical formulations. This will be followed by a study of Belief Propagation–the probabilistic heuristic which underlies iterative decoding algorithms. Belief Propagation will then be applied to the decoding of Turbo, LDPC, and Serially-Concatenated codes. The technical portion of the course will conclude with a study of tools for explaining and predicting the behavior of iterative decoding algorithms, including EXIT charts and Density Evolution.Show less","Engineering, Computer Science, Algorithms and Data Structures, Cryptography, Theory of Computation, Mathematics",Prof. Daniel Spielman,https://ocw.mit.edu/courses/18-413-error-correcting-codes-laboratory-spring-2004/,Mathematics
Introduction to Computational Molecular Biology,"This course introduces the basic computational methods used to understand the cell on a molecular level. It covers subjects such as the sequence alignment algorithms: dynamic programming, hashing, suffix trees, and Gibbs sampling. Furthermore, it focuses on computational approaches to: genetic and physical mapping; genome sequencing, assembly, and annotation; RNA expression and secondary structure; protein structure and folding; and molecular interactions and dynamics.Show less","Engineering, Biological Engineering, Computational Biology, Mathematics, Science",Ross Lippert,https://ocw.mit.edu/courses/18-417-introduction-to-computational-molecular-biology-fall-2004/,Mathematics
Combinatorial Optimization,"Combinatorial Optimization provides a thorough treatment of linear programming and combinatorial optimization. Topics include network flow, matching theory, matroid optimization, and approximation algorithms for NP-hard problems.","Engineering, Computer Science, Algorithms and Data Structures, Theory of Computation, Systems Engineering, Systems Optimization, Mathematics",Prof. Santosh Vempala,https://ocw.mit.edu/courses/18-433-combinatorial-optimization-fall-2003/,Mathematics
Quantum Computation,"This course provides an introduction to the theory and practice of quantum computation. Topics covered include: physics of information processing, quantum logic, quantum algorithms including Shor’s factoring algorithm and Grover’s search algorithm, quantum error correction, quantum communication, and cryptography.","Engineering, Computer Science, Algorithms and Data Structures, Cryptography, Theory of Computation, Mathematics, Science",Prof. Peter Shor,https://ocw.mit.edu/courses/18-435j-quantum-computation-fall-2003/,"Mathematics
Mechanical Engineering
Engineering Systems Division"
Probability and Random Variables,"This course introduces students to probability and random variables. Topics include distribution functions, binomial, geometric, hypergeometric, and Poisson distributions. The other topics covered are uniform, exponential, normal, gamma and beta distributions; conditional probability; Bayes theorem; joint distributions; Chebyshev inequality; law of large numbers; and central limit theorem.Show less","Mathematics, Discrete Mathematics, Probability and Statistics",Prof. Scott Sheffield,https://ocw.mit.edu/courses/18-440-probability-and-random-variables-spring-2014/,Mathematics
Probability and Random Variables,"This course introduces students to probability and random variables. Topics include distribution functions, binomial, geometric, hypergeometric, and Poisson distributions. The other topics covered are uniform, exponential, normal, gamma and beta distributions; conditional probability; Bayes theorem; joint distributions; Chebyshev inequality; law of large numbers; and central limit theorem.Show less","Mathematics, Discrete Mathematics, Probability and Statistics",Prof. Scott Sheffield,https://ocw.mit.edu/courses/18-600-probability-and-random-variables-fall-2019/,Mathematics
Introduction to Stochastic Processes,"This course is an introduction to Markov chains, random walks, martingales, and Galton-Watsom tree. The course requires basic knowledge in probability theory and linear algebra including conditional expectation and matrix.","Mathematics, Probability and Statistics",Dr. Hao Wu,https://ocw.mit.edu/courses/18-445-introduction-to-stochastic-processes-spring-2015/,Mathematics
Topics in Statistics: Statistical Learning Theory,"The main goal of this course is to study the generalization ability of a number of popular machine learning algorithms such as boosting, support vector machines and neural networks. Topics include Vapnik-Chervonenkis theory, concentration inequalities in product spaces, and other elements of empirical process theory.","Engineering, Computer Science, Algorithms and Data Structures, Artificial Intelligence, Mathematics, Science",Prof. Dmitry Panchenko,https://ocw.mit.edu/courses/18-465-topics-in-statistics-statistical-learning-theory-spring-2007/,Mathematics
Topics in Statistics: Nonparametrics and Robustness,"This graduate-level course focuses on one-dimensional nonparametric statistics developed mainly from around 1945 and deals with order statistics and ranks, allowing very general distributions.","Mathematics, Probability and Statistics",Prof. Richard Dudley,https://ocw.mit.edu/courses/18-465-topics-in-statistics-nonparametrics-and-robustness-spring-2005/,Mathematics
Statistics for Applications,This course offers an in-depth the theoretical foundations for statistical methods that are useful in many applications. The goal is to understand the role of mathematics in the research and development of efficient statistical methods.,"Mathematics, Probability and Statistics",Prof. Philippe Rigollet,https://ocw.mit.edu/courses/18-650-statistics-for-applications-fall-2016/,Mathematics
